openml_id,MajorityClassSize,MinorityClassSize,NumberOfClasses,NumberOfBinaryFeatures,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfNumericFeatures,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,cohesiveness.mean,cohesiveness.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_bin,nr_cat,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,one_itemset.mean,one_itemset.sd,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t2,t3,t4,t_mean.mean,t_mean.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,wg_dist.mean,wg_dist.sd,target_max,target_min,targets_q_0.25,targets_q_0.5,targets_q_0.75,targets_skewness,targets_kurtosis,name,data_table
53,150.0,120.0,2.0,3,12,270,0,2,0.0317863582492024,0.0354060926381677,1.6467194570283366,0.7676955376346029,0.0481481481481481,0.0,63.43055555555556,5.555287064970228,0.1575256396387434,0.120688460083113,6.945217858693693,23.63808292899519,278.3801455745138,742.7174537124818,44.99866177778456,79.17267404290226,44.258075552895335,77.85016388827115,20.76923076923077,11.2,19.45901676173114,0.0680305649359935,1.8737065383303535,7.73232923076923,14.15952162426781,82.4,162.4527008085738,46.03603988603989,80.32965555950523,45.79230769230769,79.72856516057531,25.0,43.282020901678486,13,3,0,0.0128205128205128,270,0.0,13,7,,0.26,0.1815670737737753,57.400000000000006,122.4052558784412,8.439216804342829,14.98075695948402,0.4222307700513449,0.863717988805393,0.2348093004368885,0.1999144292168412,0.0481481481481481,0.0111111111111111,0.2307692307692307,45.7863722697056,79.70482722415079,0.3918799646954987,0.1451447648116632,278.3801455745136,737.4492574676768,1.4842203347097431,0.146068608227188,,,,,,,,no_name,no_data_table
59,225.0,126.0,2.0,2,33,351,0,32,0.1227109702902962,0.08801446158588,2.504028746384419,0.6508889657833035,0.0968660968660968,0.0,73.24821937321937,24.07008361829551,,,0.0638819366182954,0.0605930295794694,0.2725296655418529,0.5197015860196873,,,,,10.323529411764708,0.6018913235294118,0.2679445485043411,0.2223140896372235,1.1991455417275148,0.3887721686470589,0.1915980788358464,0.9705882352941176,0.1714985851425088,0.2476969976537623,0.2478423649039251,0.3210052941176471,0.3379137083252961,-0.9411764705882352,0.2388325736106128,34,1,0,0.0926916221033868,351,1.0,34,20,,0.1611374407582938,0.0921778821059931,1.911764705882353,0.3788057036804224,0.5104205012204398,0.1111945652387236,-0.5624438777436053,0.6411562190203759,0.0451121839489629,0.1890503478331077,0.0968660968660968,0.0683760683760683,0.7058823529411765,0.3006294814608308,0.3079774820343841,0.2707551105548603,0.0982912155831064,0.2725296655418529,0.0820370316112343,1.7961220965181872,0.5339562980099386,,,,,,,,no_name,no_data_table
61,50.0,50.0,3.0,0,3,150,0,4,0.2092224339244784,0.1199501962378471,2.279010448380773,0.0574264193952007,0.0266666666666666,0.0,67.12,5.359298511644294,0.5898157206151017,0.3419146932612417,0.5943226696495153,0.5603071918597572,1.1423228187919454,2.0571082183686595,3.221721558753249,2.0245680790555647,2.9762900261362306,2.148937465663685,37.5,1.7000000000000002,1.2754084313139324,-0.7953739972959732,0.7583578194103905,1.074885,0.6067802009789046,5.425000000000001,2.443187808308372,3.4636666666666667,1.9190179973293824,3.6125,1.919364043982624,1.85,1.8083141320025125,4,0,0,0.5,150,1.0,4,1,,0.2,0.0493229007461209,3.5750000000000006,1.65,0.9473104002482852,0.5714610798918623,0.0660341759780357,0.2988639370617243,0.0287147773948895,0.0110323574700874,0.0266666666666666,0.0133333333333333,0.5,3.469722222222222,1.905054004829488,0.32,0.0846944765756073,1.1423228187919463,1.331291095870229,0.4621899272805098,0.0562187503314075,,,,,,,,no_name,no_data_table
62,41.0,4.0,7.0,15,15,101,0,0,0.1313110048334269,0.1775199813142421,0.7611227951505602,0.3740142077210004,0.1584158415841584,0.0,16.701732673267326,2.985575755666197,0.2623983515449682,0.2060457573845558,0.0735907590759075,0.085900054136675,0.438787128712871,1.0854012530591937,0.0,0.0,0.0,0.0,6.3125,0.625,0.6191391873668903,-0.1754815267141223,2.469892896283559,0.185325,0.7412999999999998,1.4375,1.75,0.5860148514851485,0.6458726691496055,0.625,1.02469507659596,0.0,0.0,16,15,0,0.1333333333333333,101,0.0,16,8,,0.5161290322580645,0.2615778616736618,1.4375,1.75,0.533367769491667,0.4057006465269422,0.3890554624245853,1.303340782930282,0.4739583333333333,0.0841666666666666,0.1584158415841584,0.0792079207920792,0.5,0.5717213114754098,0.7193932516655748,0.5011135857461024,0.1864483793092446,0.4387871287128713,0.9871013204140004,1.6073618983132922,0.3320283871945882,,,,,,,,no_name,no_data_table
137,25702.0,13664.0,2.0,0,8,39366,0,0,0.0123308444020723,0.0189978600975871,1.537950860267481,0.0326134237520594,0.0002286236854138,,,,0.1056379423282808,0.1506863904792198,0.0246042296110446,0.0351515505972178,0.231413401487698,0.1874841857906439,0.0,0.0,0.0,0.0,4374.0,0.9473684210526316,0.2294157338705617,-1.6490741283300636,0.4154042580953702,0.0,0.0,1.0,0.0,0.3758653607040005,0.0579646916583013,0.0,0.0,0.0,0.0,9,0,9,0.0526315789473684,39366,0.0,0,1,0.0,0.3333333333333333,0.0846442714743304,1.0,0.0,0.4806895925917345,0.0192461023068685,0.5267055955877973,0.2786306342866005,0.3333163978153181,0.0,0.0004826500025402,0.0004064421074023,0.8421052631578947,0.2931124381656936,0.0966061833963035,0.4444444444444444,0.0545649072532526,0.2314134014876981,0.0175675682101748,,,,,,,,,,no_name,no_data_table
143,80409.0,50663.0,2.0,0,15,131072,0,0,0.1623750620566455,0.1702047949969198,0.9535737797166396,0.09437559329132,0.0001220703125,,,,0.3185631107234011,0.2260736937742937,0.075194072497019,0.0554181301027688,0.235374541714222,0.3857107740047259,0.0,0.0,0.0,0.0,8192.0,0.9411764705882352,0.242535625036333,-1.6469980085450744,0.9140296714986972,0.0,0.0,1.0,0.0,0.5343048993278953,0.1195453038765743,0.7058823529411765,0.4696682183138621,0.0,0.0,16,16,16,0.2426470588235294,131072,0.0,0,1,0.0,0.5,0.1253227821027412,1.0,0.0,0.4840562906084076,0.0336236867987661,-0.1706917379105951,0.5866185455258794,0.4999961852736303,0.0,0.0001296997070312,9.918212890625e-05,0.7647058823529411,0.5522159425796666,0.1859049757827623,0.5,0.1903943749665277,0.2353745417142219,0.0287453773530859,,,,,,,,,,no_name,no_data_table
3,1669.0,1527.0,2.0,0,35,3196,0,0,0.0225898353249542,0.0476548712070765,0.5901482912442314,0.3385216509520347,0.0112640801001251,,306.53520025031287,48.7298915260504,0.0856441127458092,0.1081667775336685,0.0112336909693872,0.018813149073071,0.1303674523555555,0.1595866765079188,0.0,0.0,0.0,0.0,88.77777777777777,0.3421052631578947,0.4807829082199318,105.21100910497158,517.117323381997,0.0,0.0,1.0,0.0,0.2686581911600026,0.2606573616055755,0.1842105263157894,0.3928594520631916,0.0,0.0,36,35,36,0.0142247510668563,3196,0.0,0,25,0.0,0.4931506849315069,0.348823180301772,1.0,0.0,0.3320086451196437,0.1438122887855401,4.108820349082991,9.629958902688385,0.4952124268243203,0.0277864719179273,0.0118898623279098,0.0075093867334167,0.631578947368421,0.2248092859886944,0.3337982475405864,0.5,0.2433514110615371,0.1303674523555555,0.0851004351674393,2.900249387410325,0.217948021933972,,,,,,,,no_name,no_data_table
11,288.0,49.0,3.0,0,3,625,0,0,-6.250002346150688e-08,0.0,2.321928094887362,0.0,0.0064,0.0,241.808,24.13086849043283,0.0,0.0,0.0,0.0,2.003205128205128,0.0,2.605171084697352,0.0,2.1897810218978107,2.5639502485114184e-16,156.25,2.0,0.0,-1.3054356480000002,0.0,1.4826,0.0,5.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,4,0,0,0.0,625,0.0,4,0,,0.2,2.847661973129784e-17,4.0,0.0,1.4153462926807447,0.0,0.0,0.0,0.1987179487179487,0.0,0.0064,0.0064,1.0,3.0,0.0,0.32,0.0,2.003205128205128,0.0,0.7709907678719828,0.0462398651438339,,,,,,,,no_name,no_data_table
12,200.0,200.0,10.0,0,215,2000,0,108,0.0346965430739043,0.0627161405971761,3.524252637219526,0.1245677941045958,0.108,0.0,108.92280859375,19.638227554393765,0.2496260700066088,0.1968692547389677,724.1860985179499,1725.1678665991856,4581.5430571304205,28058.779382923625,308.9061670678106,348.44912811285946,304.2240827859103,345.87727104376927,9.25925925925926,69.26041666666667,66.23977021722096,-0.3200812124026754,0.5393288166895035,49.47147916666666,47.52937216736205,474.6111111111111,480.6303193473847,318.27038888888893,346.74519592263925,318.1134259259259,348.94240193106043,188.0601851851852,237.6882090743855,216,0,0,0.1111972437553832,2000,1.0,216,131,,0.085240726124704,0.0172698635420299,286.5509259259259,267.6121754783495,49.581313183956304,46.185625019164064,0.027519189908685,0.4249703134101653,0.0188783467603776,0.0189143044382021,0.108,0.006,0.0555555555555555,317.9185185185185,348.0111192226217,0.1559523790897327,0.0220895538253166,4581.543057130418,5584.125415981536,3.887597958135052,0.2732882351391642,,,,,,,,no_name,no_data_table
14,200.0,200.0,10.0,0,75,2000,0,76,0.0094057973284849,0.0046928359321673,3.584956441221679,1.4726575779465782e-06,0.038,0.0,336.64834375,50.71237428524876,0.1458906603812886,0.1035204533739921,0.0007167773171461,0.0009834523779476,0.0055202826849699,0.0121279609438882,0.1117698995618634,0.0589053049756727,0.0841599743809896,0.0456658976642045,26.31578947368421,0.0959872591118421,0.0531048075274752,0.1125955410133085,0.6362908601643319,0.0699728861640789,0.0379501688876427,0.3819513794736842,0.1499647163860551,0.1320320840176973,0.0684633186449262,0.1262276590789474,0.0698719976883466,0.0031921567105263,0.0024792266322928,76,0,0,0.0063157894736842,2000,0.0,76,69,,0.0833333333333333,0.0002415797501951,0.3787592227631579,0.1483534652534239,0.0671079516668835,0.0320992665775891,0.5438839049092433,0.2488123124334294,1.6084735963029035e-06,5.295566083550239e-07,0.038,0.025,0.6578947368421053,0.12739265661875,0.0688820068659184,0.1527777777777777,0.0049167195723847,0.0055202826849699,0.0058788737976118,2.10344770785716,0.1774855914190926,,,,,,,,no_name,no_data_table
16,200.0,200.0,10.0,0,63,2000,0,64,0.009001061229443,0.0027097709074237,3.584956590692157,1.0831206646577665e-06,0.032,0.0,481.34025,21.77744028266712,0.1072004660490464,0.0833676815433859,0.5524602893457023,0.9243396345741864,6.4915886772050735,13.013808957019451,,,,,31.25,2.9604338379296875,2.05382807546251,-0.0514900121007718,0.2534378668983623,2.182102207215,1.4923378033998846,6.893724891875,3.903638321053133,0.0530847392466406,0.7394593795167501,0.045688553828125,0.7425866299063965,-6.7565145228125,3.3739291081874154,64,0,0,0.0004960317460317,2000,28.0,64,61,,0.0833333333333333,0.0002386037904061,13.6502394146875,7.023282595502795,2.1526628287026788,1.3737240029177478,-0.0042792362566564,0.1644583897068151,1.517067369877409e-06,5.3635215760585396e-08,0.032,0.018,0.5625,0.0462514596875,0.7426381825565573,0.1527777777777778,0.0042952274875773,6.491588677205074,9.75555816406087,1.7162862927059752,0.0825248641087046,,,,,,,,no_name,no_data_table
18,200.0,200.0,10.0,0,5,2000,0,3,0.249822789015892,0.2026091096762923,2.6010475566519244,1.1132058016888198,0.003,0.0,895.54225,81.3124122236471,0.5727573352912972,0.321309610224167,6498.553949737279,23504.324454505186,2353407.4348732405,5764630.13224905,860.9859275544521,2033.4180227197585,695.1521016090242,1628.299050169882,333.3333333333333,1006.64286275875,2443.653424837681,-0.540357257851879,0.412796555442899,708.3668575965311,1721.292533755333,2969.839272355,7154.244887506668,1052.6997316402774,2500.4761690402534,901.6869907466668,2133.7224857773595,256.69782190666666,580.8272604590048,6,0,0,0.7333333333333333,2000,0.0,6,1,,0.125,0.1132098879224083,2713.141450448333,6574.397169899063,630.9070825140196,1531.8082209363763,0.5307700993518086,0.366341795165136,0.1069700579873133,0.1342819182060349,0.003,0.0005,0.1666666666666666,960.9828335317336,2278.14213254096,0.2305159165751921,0.1362666605166585,2353407.434873241,5764339.809215965,0.5452447889072194,0.075292397605721,,,,,,,,no_name,no_data_table
20,200.0,200.0,10.0,0,239,2000,0,0,0.0296467723807451,0.048735452091937,1.7839696838485142,0.2937226442896197,0.12,,0.1497072525024414,0.0565958669375231,0.0272408717587636,0.0365059871004566,0.0021579823183395,0.007096680260812,0.0664460542904526,0.2871946073413242,0.0,0.0,0.0,0.0,8.333333333333334,0.1362668559261887,0.3431935202967875,22.41431007570734,18.807260316007078,0.0,0.0,1.0,0.0,0.1040784244144783,0.1638668131321754,0.0596167494677075,0.2368594727531335,0.0,0.0,240,0,240,0.0007823085360345,2000,0.0,0,1217,0.0,0.145631067961165,0.1946231879816323,1.0,0.0,0.232911702401322,0.1104846444735262,4.40287897179818,2.24083080122804,0.1462000841690686,0.0139858427427959,0.7045,0.366,0.5195173882185947,0.0668446889046605,0.1846673239814355,0.2488506320876455,0.2109664824612588,0.0664460542904526,0.0704128853531777,13.584019089902997,0.3016235848157029,,,,,,,,no_name,no_data_table
22,200.0,200.0,10.0,0,46,2000,0,47,0.0255842365042482,0.0369663069545894,3.584956726082243,1.795561255245292e-15,0.0235,0.0,460.3433125,57.50362537206075,0.2577673468649649,0.2129722788658125,386.5446035561373,828.008936077796,2910.438618655445,7370.016572640176,76.10954922235662,100.61616211231592,59.27453675011991,97.41204915429476,42.5531914893617,56.50728719276595,51.86985380620136,0.7268303504961955,1.4168759180277448,40.98755702567891,37.670969851165694,221.2252379051064,207.45851057764443,88.63642941472713,105.16803471792882,83.48502914585106,103.68203413984314,13.034599618723403,49.82700295491813,47,0,0,0.1267345050878816,2000,0.0,47,40,,0.0833333333333333,0.0002359114945782,208.190638286383,186.039061331326,40.125452921755205,36.45073279651477,0.7896442267750822,0.4869306534294175,1.591106059069886e-06,2.895691464151629e-07,0.0235,0.0065,0.2765957446808511,84.67692958992872,104.00831986604496,0.1527777777777778,0.00789958894998,2910.4386186554443,3886.029216633387,1.650520668090155,0.2124773008836266,,,,,,,,no_name,no_data_table
31,700.0,300.0,2.0,0,19,1000,0,1,0.0174868064622406,0.0240130491555679,1.6539835401904466,0.8348399686737193,0.02,1.8571428571428568,71.8780625,8.71406660681003,0.0603615231450499,0.0780704766517955,23.01091711098855,621.9003183350391,162614.82668211055,1138270.8398705914,50.46030328077259,344.6026043721546,38.0356474783544,258.35848281981987,50.0,54.11734693877551,372.2686890247839,10.439848878906174,22.3500999816837,33.66107142857143,232.39242263653412,380.1428571428572,2631.4355951964058,68.30179591836736,467.1336218570559,48.704081632653065,331.2001207472504,5.653061224489796,35.74070451437231,20,3,13,0.0068027210884353,1000,0.0,7,34,0.5384615384615384,0.2150537634408602,0.2121544436198287,374.48979591836735,2595.7907363207664,58.43456420447707,403.13384850828464,2.082077922990921,2.842685765675651,0.2492620986567271,0.1455995922440853,0.049,0.001,0.0204081632653061,52.31608843537416,356.282562979881,0.3423000987166831,0.1944453587803323,162614.8266821106,1138262.5109476277,3.2640288571413403,0.1811960071946579,,,,,,,,no_name,no_data_table
37,500.0,268.0,2.0,0,7,768,0,3,0.0288404387964756,0.0321105369937229,2.958105757854844,0.3416894062469474,0.0104166666666666,0.0,374.9505208333333,17.268788108988737,0.1716567889709266,0.1324338655520699,109.35023488509576,266.0928737828407,1893.059471696088,4682.5922519433525,3.98070018792246,11.105207416322994,3.786169797298347,10.58269832128959,96.0,31.2728125,41.090233272933695,2.7345612250230227,2.913385829403486,15.6168744375,15.086466992445496,179.19,276.32481342486363,44.98579117838541,41.63527666540936,38.3590625,38.609856900646406,2.63475,7.420731803535283,8,0,0,0.0357142857142857,768,0.0,8,8,,0.1194029850746268,0.0560510360784545,176.55525,277.4951336879622,25.733742975451573,37.5055644506936,0.5271805558363709,1.321603237158665,0.0159229642966279,0.0185492507127831,0.0104166666666666,0.0026041666666666,0.25,40.20920779220779,38.84354586789453,0.2107142857142857,0.0631167893326176,1893.0594716960927,4613.544969593338,0.5780190679561805,0.119676985107382,,,,,,,,no_name,no_data_table
181,463.0,5.0,10.0,0,7,1484,0,8,0.0087209063756716,0.0107618368250956,2.4198349137722843,1.5239420058176465,0.0053908355795148,0.0,727.8477088948787,47.68606304118989,0.0892731351806598,0.1174591103817611,0.0010782703832369,0.0019403455948508,0.0104077742776171,0.009108793978443,0.2451012117333677,0.2621021960924396,0.2393417986058381,0.2561393889436307,185.5,0.08625,0.066962142822856,28.517842925653746,46.13597267869401,0.0574507499999999,0.0534191763742197,0.945,0.1052887187010758,0.3811969339622642,0.1839192373364272,0.3675,0.1952105090847899,0.11875,0.1733236032067514,8,1,0,0.0357142857142857,1484,0.0,8,8,,0.123076923076923,0.1673653736668909,0.8262499999999999,0.161858624378543,0.0966640343472124,0.0348685489286024,2.906941484070356,4.660584050454403,0.1150993173930919,0.1911825299754148,0.0053908355795148,0.0047169811320754,0.875,0.3710790358744394,0.1912986749194283,0.2231543624161074,0.197728620846173,0.0104077742776171,0.0066801916741627,0.4044548786227525,0.1266109817619186,,,,,,,,no_name,no_data_table
